name,stat,value,value_normalized
Ninjask,speed,160,"88,57"
Ninjask,speed,160,"88,57"
Shedinja,speed,40,"20,0"
Shedinja,speed,40,"20,0"
Whismur,speed,28,"13,14"
Whismur,speed,28,"13,14"
Loudred,speed,48,"24,57"
Loudred,speed,48,"24,57"
Exploud,speed,68,"36,0"
Exploud,speed,68,"36,0"
Makuhita,speed,25,"11,43"
Makuhita,speed,25,"11,43"
Hariyama,speed,50,"25,71"
Hariyama,speed,50,"25,71"
Azurill,speed,20,"8,57"
Azurill,speed,20,"8,57"
Nosepass,speed,30,"14,29"
Nosepass,speed,30,"14,29"
Skitty,speed,50,"25,71"
Skitty,speed,50,"25,71"
Delcatty,speed,90,"48,57"
Delcatty,speed,90,"48,57"
Sableye,speed,20,"8,57"
Sableye,speed,20,"8,57"
Mawile,speed,50,"25,71"
Mawile,speed,50,"25,71"
Aron,speed,30,"14,29"
Aron,speed,30,"14,29"
Lairon,speed,40,"20,0"
Lairon,speed,40,"20,0"
Aggron,speed,50,"25,71"
Aggron,speed,50,"25,71"
Meditite,speed,60,"31,43"
Meditite,speed,60,"31,43"
Medicham,speed,100,"54,29"
Medicham,speed,100,"54,29"
Electrike,speed,65,"34,29"
Electrike,speed,65,"34,29"
Manectric,speed,135,"74,29"
Manectric,speed,135,"74,29"
Plusle,speed,95,"51,43"
Plusle,speed,95,"51,43"
Minun,speed,95,"51,43"
Minun,speed,95,"51,43"
Volbeat,speed,85,"45,71"
Volbeat,speed,85,"45,71"
Illumise,speed,85,"45,71"
Illumise,speed,85,"45,71"
Roselia,speed,65,"34,29"
Roselia,speed,65,"34,29"
Gulpin,speed,40,"20,0"
Gulpin,speed,40,"20,0"
Swalot,speed,55,"28,57"
Swalot,speed,55,"28,57"
Carvanha,speed,65,"34,29"
Carvanha,speed,65,"34,29"
Sharpedo,speed,105,"57,14"
Sharpedo,speed,105,"57,14"
Wailmer,speed,60,"31,43"
Wailmer,speed,60,"31,43"
Wailord,speed,60,"31,43"
Wailord,speed,60,"31,43"
Numel,speed,35,"17,14"
Numel,speed,35,"17,14"
Camerupt,speed,20,"8,57"
Camerupt,speed,20,"8,57"
Torkoal,speed,20,"8,57"
Torkoal,speed,20,"8,57"
Spoink,speed,60,"31,43"
Spoink,speed,60,"31,43"
Grumpig,speed,80,"42,86"
Grumpig,speed,80,"42,86"
Spinda,speed,60,"31,43"
Spinda,speed,60,"31,43"
Trapinch,speed,10,"2,86"
Trapinch,speed,10,"2,86"
Vibrava,speed,70,"37,14"
Vibrava,speed,70,"37,14"
Flygon,speed,100,"54,29"
Flygon,speed,100,"54,29"
Cacnea,speed,35,"17,14"
Cacnea,speed,35,"17,14"
Cacturne,speed,55,"28,57"
Cacturne,speed,55,"28,57"
Swablu,speed,50,"25,71"
Swablu,speed,50,"25,71"
Altaria,speed,80,"42,86"
Altaria,speed,80,"42,86"
Zangoose,speed,90,"48,57"
Zangoose,speed,90,"48,57"
Seviper,speed,65,"34,29"
Seviper,speed,65,"34,29"
Lunatone,speed,70,"37,14"
Lunatone,speed,70,"37,14"
Solrock,speed,70,"37,14"
Solrock,speed,70,"37,14"
Barboach,speed,60,"31,43"
Barboach,speed,60,"31,43"
Whiscash,speed,60,"31,43"
Whiscash,speed,60,"31,43"
Corphish,speed,35,"17,14"
Corphish,speed,35,"17,14"
Crawdaunt,speed,55,"28,57"
Crawdaunt,speed,55,"28,57"
Baltoy,speed,55,"28,57"
Baltoy,speed,55,"28,57"
Claydol,speed,75,"40,0"
Claydol,speed,75,"40,0"
Lileep,speed,23,"10,29"
Lileep,speed,23,"10,29"
Cradily,speed,43,"21,71"
Cradily,speed,43,"21,71"
Anorith,speed,75,"40,0"
Anorith,speed,75,"40,0"
Armaldo,speed,45,"22,86"
Armaldo,speed,45,"22,86"
Feebas,speed,80,"42,86"
Feebas,speed,80,"42,86"
Milotic,speed,81,"43,43"
Milotic,speed,81,"43,43"
Castform,speed,70,"37,14"
Castform,speed,70,"37,14"
Kecleon,speed,40,"20,0"
Kecleon,speed,40,"20,0"
Shuppet,speed,45,"22,86"
Shuppet,speed,45,"22,86"
Banette,speed,75,"40,0"
Banette,speed,75,"40,0"
Duskull,speed,25,"11,43"
Duskull,speed,25,"11,43"
Dusclops,speed,25,"11,43"
Dusclops,speed,25,"11,43"
Tropius,speed,51,"26,29"
Tropius,speed,51,"26,29"
Chimecho,speed,65,"34,29"
Chimecho,speed,65,"34,29"
Absol,speed,115,"62,86"
Absol,speed,115,"62,86"
Wynaut,speed,23,"10,29"
Wynaut,speed,23,"10,29"
Snorunt,speed,50,"25,71"
Snorunt,speed,50,"25,71"
Glalie,speed,100,"54,29"
Glalie,speed,100,"54,29"
Spheal,speed,25,"11,43"
Spheal,speed,25,"11,43"
Sealeo,speed,45,"22,86"
Sealeo,speed,45,"22,86"
Walrein,speed,65,"34,29"
Walrein,speed,65,"34,29"
Clamperl,speed,32,"15,43"
Clamperl,speed,32,"15,43"
Huntail,speed,52,"26,86"
Huntail,speed,52,"26,86"
Gorebyss,speed,52,"26,86"
Gorebyss,speed,52,"26,86"
Relicanth,speed,55,"28,57"
Relicanth,speed,55,"28,57"
Luvdisc,speed,97,"52,57"
Luvdisc,speed,97,"52,57"
Bagon,speed,50,"25,71"
Bagon,speed,50,"25,71"
Shelgon,speed,50,"25,71"
Shelgon,speed,50,"25,71"
Salamence,speed,120,"65,71"
Salamence,speed,120,"65,71"
Beldum,speed,30,"14,29"
Beldum,speed,30,"14,29"
Metang,speed,50,"25,71"
Metang,speed,50,"25,71"
Metagross,speed,110,"60,0"
Metagross,speed,110,"60,0"
Regirock,speed,50,"25,71"
Regirock,speed,50,"25,71"
Regice,speed,50,"25,71"
Regice,speed,50,"25,71"
Registeel,speed,50,"25,71"
Registeel,speed,50,"25,71"
Latias,speed,110,"60,0"
Latias,speed,110,"60,0"
Latios,speed,110,"60,0"
Latios,speed,110,"60,0"
Kyogre,speed,90,"48,57"
Kyogre,speed,90,"48,57"
Groudon,speed,90,"48,57"
Groudon,speed,90,"48,57"
Rayquaza,speed,115,"62,86"
Rayquaza,speed,115,"62,86"
Jirachi,speed,100,"54,29"
Jirachi,speed,100,"54,29"
Deoxys,speed,180,"100,0"
Deoxys,speed,180,"100,0"
Turtwig,speed,31,"14,86"
Turtwig,speed,31,"14,86"
Grotle,speed,36,"17,71"
Grotle,speed,36,"17,71"
Torterra,speed,56,"29,14"
Torterra,speed,56,"29,14"
Chimchar,speed,61,"32,0"
Chimchar,speed,61,"32,0"
Monferno,speed,81,"43,43"
Monferno,speed,81,"43,43"
Infernape,speed,108,"58,86"
Infernape,speed,108,"58,86"
Piplup,speed,40,"20,0"
Piplup,speed,40,"20,0"
Prinplup,speed,50,"25,71"
Prinplup,speed,50,"25,71"
Empoleon,speed,60,"31,43"
Empoleon,speed,60,"31,43"
Starly,speed,60,"31,43"
Starly,speed,60,"31,43"
Staravia,speed,80,"42,86"
Staravia,speed,80,"42,86"
Staraptor,speed,100,"54,29"
Staraptor,speed,100,"54,29"
Bidoof,speed,31,"14,86"
Bidoof,speed,31,"14,86"
Bibarel,speed,71,"37,71"
Bibarel,speed,71,"37,71"
Kricketot,speed,25,"11,43"
Kricketot,speed,25,"11,43"
Kricketune,speed,65,"34,29"
Kricketune,speed,65,"34,29"
Shinx,speed,45,"22,86"
Shinx,speed,45,"22,86"
Luxio,speed,60,"31,43"
Luxio,speed,60,"31,43"
Luxray,speed,70,"37,14"
Luxray,speed,70,"37,14"
Budew,speed,55,"28,57"
Budew,speed,55,"28,57"
Roserade,speed,90,"48,57"
Roserade,speed,90,"48,57"
Cranidos,speed,58,"30,29"
Cranidos,speed,58,"30,29"
Rampardos,speed,58,"30,29"
Rampardos,speed,58,"30,29"
Shieldon,speed,30,"14,29"
Shieldon,speed,30,"14,29"
Bastiodon,speed,30,"14,29"
Bastiodon,speed,30,"14,29"
Burmy,speed,36,"17,71"
Burmy,speed,36,"17,71"
Wormadam,speed,36,"17,71"
Wormadam,speed,36,"17,71"
Mothim,speed,66,"34,86"
Mothim,speed,66,"34,86"
Combee,speed,70,"37,14"
Combee,speed,70,"37,14"
Vespiquen,speed,40,"20,0"
Vespiquen,speed,40,"20,0"
Pachirisu,speed,95,"51,43"
Pachirisu,speed,95,"51,43"
Buizel,speed,85,"45,71"
Buizel,speed,85,"45,71"
Floatzel,speed,115,"62,86"
Floatzel,speed,115,"62,86"
Cherubi,speed,35,"17,14"
Cherubi,speed,35,"17,14"
Cherrim,speed,85,"45,71"
Cherrim,speed,85,"45,71"
Shellos,speed,34,"16,57"
Shellos,speed,34,"16,57"
Gastrodon,speed,39,"19,43"
Gastrodon,speed,39,"19,43"
Ambipom,speed,115,"62,86"
Ambipom,speed,115,"62,86"
Drifloon,speed,70,"37,14"
Drifloon,speed,70,"37,14"
Drifblim,speed,80,"42,86"
Drifblim,speed,80,"42,86"
Buneary,speed,85,"45,71"
Buneary,speed,85,"45,71"
Lopunny,speed,135,"74,29"
Lopunny,speed,135,"74,29"
Mismagius,speed,105,"57,14"
Mismagius,speed,105,"57,14"
Honchkrow,speed,71,"37,71"
Honchkrow,speed,71,"37,71"
Glameow,speed,85,"45,71"
Glameow,speed,85,"45,71"
Purugly,speed,112,"61,14"
Purugly,speed,112,"61,14"
Chingling,speed,45,"22,86"
Chingling,speed,45,"22,86"
Stunky,speed,74,"39,43"
Stunky,speed,74,"39,43"
Skuntank,speed,84,"45,14"
Skuntank,speed,84,"45,14"
Bronzor,speed,23,"10,29"
Bronzor,speed,23,"10,29"
Bronzong,speed,33,"16,0"
Bronzong,speed,33,"16,0"
Bonsly,speed,10,"2,86"
Bonsly,speed,10,"2,86"
Mime Jr.,speed,60,"31,43"
Mime Jr.,speed,60,"31,43"
Happiny,speed,30,"14,29"
Happiny,speed,30,"14,29"
Chatot,speed,91,"49,14"
Chatot,speed,91,"49,14"
Spiritomb,speed,35,"17,14"
Spiritomb,speed,35,"17,14"
Gible,speed,42,"21,14"
Gible,speed,42,"21,14"
Gabite,speed,82,"44,0"
Gabite,speed,82,"44,0"
Garchomp,speed,92,"49,71"
Garchomp,speed,92,"49,71"
Munchlax,speed,5,"0,0"
Munchlax,speed,5,"0,0"
Riolu,speed,60,"31,43"
Riolu,speed,60,"31,43"
Lucario,speed,112,"61,14"
Lucario,speed,112,"61,14"
Hippopotas,speed,32,"15,43"
Hippopotas,speed,32,"15,43"
Hippowdon,speed,47,"24,0"
Hippowdon,speed,47,"24,0"
Skorupi,speed,65,"34,29"
Skorupi,speed,65,"34,29"
Drapion,speed,95,"51,43"
Drapion,speed,95,"51,43"
Croagunk,speed,50,"25,71"
Croagunk,speed,50,"25,71"
Toxicroak,speed,85,"45,71"
Toxicroak,speed,85,"45,71"
Carnivine,speed,46,"23,43"
Carnivine,speed,46,"23,43"
Finneon,speed,66,"34,86"
Finneon,speed,66,"34,86"
Lumineon,speed,91,"49,14"
Lumineon,speed,91,"49,14"
Mantyke,speed,50,"25,71"
Mantyke,speed,50,"25,71"
Snover,speed,40,"20,0"
Snover,speed,40,"20,0"
Abomasnow,speed,30,"14,29"
Abomasnow,speed,30,"14,29"
Weavile,speed,125,"68,57"
Weavile,speed,125,"68,57"
Magnezone,speed,60,"31,43"
Magnezone,speed,60,"31,43"
Lickilicky,speed,50,"25,71"
Lickilicky,speed,50,"25,71"
Rhyperior,speed,40,"20,0"
Rhyperior,speed,40,"20,0"
Tangrowth,speed,50,"25,71"
Tangrowth,speed,50,"25,71"
Electivire,speed,95,"51,43"
Electivire,speed,95,"51,43"
Magmortar,speed,83,"44,57"
Magmortar,speed,83,"44,57"
Togekiss,speed,80,"42,86"
Togekiss,speed,80,"42,86"
Yanmega,speed,95,"51,43"
Yanmega,speed,95,"51,43"
Leafeon,speed,95,"51,43"
Leafeon,speed,95,"51,43"
Glaceon,speed,65,"34,29"
Glaceon,speed,65,"34,29"
Gliscor,speed,95,"51,43"
Gliscor,speed,95,"51,43"
Mamoswine,speed,80,"42,86"
Mamoswine,speed,80,"42,86"
Porygon-Z,speed,90,"48,57"
Porygon-Z,speed,90,"48,57"
Gallade,speed,110,"60,0"
Gallade,speed,110,"60,0"
Probopass,speed,40,"20,0"
Probopass,speed,40,"20,0"
Dusknoir,speed,45,"22,86"
Dusknoir,speed,45,"22,86"
Froslass,speed,110,"60,0"
Froslass,speed,110,"60,0"
Rotom,speed,86,"46,29"
Rotom,speed,86,"46,29"
Uxie,speed,95,"51,43"
Uxie,speed,95,"51,43"
Mesprit,speed,80,"42,86"
Mesprit,speed,80,"42,86"
Azelf,speed,115,"62,86"
Azelf,speed,115,"62,86"
Dialga,speed,90,"48,57"
Dialga,speed,90,"48,57"
Palkia,speed,100,"54,29"
Palkia,speed,100,"54,29"
Heatran,speed,77,"41,14"
Heatran,speed,77,"41,14"
Regigigas,speed,100,"54,29"
Regigigas,speed,100,"54,29"
Giratina,speed,90,"48,57"
Giratina,speed,90,"48,57"
Cresselia,speed,85,"45,71"
Cresselia,speed,85,"45,71"
Phione,speed,80,"42,86"
Phione,speed,80,"42,86"
Manaphy,speed,100,"54,29"
Manaphy,speed,100,"54,29"
Darkrai,speed,125,"68,57"
Darkrai,speed,125,"68,57"
Shaymin,speed,127,"69,71"
Shaymin,speed,127,"69,71"
Arceus,speed,120,"65,71"
Arceus,speed,120,"65,71"
Victini,speed,100,"54,29"
Victini,speed,100,"54,29"
Snivy,speed,63,"33,14"
Snivy,speed,63,"33,14"
Servine,speed,83,"44,57"
Servine,speed,83,"44,57"
Serperior,speed,113,"61,71"
Serperior,speed,113,"61,71"
Tepig,speed,45,"22,86"
Tepig,speed,45,"22,86"
Pignite,speed,55,"28,57"
Pignite,speed,55,"28,57"
Emboar,speed,65,"34,29"
Emboar,speed,65,"34,29"
Oshawott,speed,45,"22,86"
Oshawott,speed,45,"22,86"
Dewott,speed,60,"31,43"
Dewott,speed,60,"31,43"
Samurott,speed,70,"37,14"
Samurott,speed,70,"37,14"
Patrat,speed,42,"21,14"
Patrat,speed,42,"21,14"
Watchog,speed,77,"41,14"
Watchog,speed,77,"41,14"
Lillipup,speed,55,"28,57"
Lillipup,speed,55,"28,57"
Herdier,speed,60,"31,43"
Herdier,speed,60,"31,43"
Stoutland,speed,80,"42,86"
Stoutland,speed,80,"42,86"
Purrloin,speed,66,"34,86"
Purrloin,speed,66,"34,86"
Liepard,speed,106,"57,71"
Liepard,speed,106,"57,71"
Pansage,speed,64,"33,71"
Pansage,speed,64,"33,71"
Simisage,speed,101,"54,86"
Simisage,speed,101,"54,86"
Pansear,speed,64,"33,71"
Pansear,speed,64,"33,71"
Simisear,speed,101,"54,86"
Simisear,speed,101,"54,86"
Panpour,speed,64,"33,71"
Panpour,speed,64,"33,71"
Simipour,speed,101,"54,86"
Simipour,speed,101,"54,86"
Munna,speed,24,"10,86"
Munna,speed,24,"10,86"
Musharna,speed,29,"13,71"
Musharna,speed,29,"13,71"
Pidove,speed,43,"21,71"
Pidove,speed,43,"21,71"
Tranquill,speed,65,"34,29"
Tranquill,speed,65,"34,29"
Unfezant,speed,93,"50,29"
Unfezant,speed,93,"50,29"
Blitzle,speed,76,"40,57"
Blitzle,speed,76,"40,57"
Zebstrika,speed,116,"63,43"
Zebstrika,speed,116,"63,43"
Roggenrola,speed,15,"5,71"
Roggenrola,speed,15,"5,71"
Boldore,speed,20,"8,57"
Boldore,speed,20,"8,57"
Gigalith,speed,25,"11,43"
Gigalith,speed,25,"11,43"
Woobat,speed,72,"38,29"
Woobat,speed,72,"38,29"
Swoobat,speed,114,"62,29"
Swoobat,speed,114,"62,29"
Drilbur,speed,68,"36,0"
Drilbur,speed,68,"36,0"
Excadrill,speed,88,"47,43"
Excadrill,speed,88,"47,43"
Audino,speed,50,"25,71"
Audino,speed,50,"25,71"
Timburr,speed,35,"17,14"
Timburr,speed,35,"17,14"
Gurdurr,speed,40,"20,0"
Gurdurr,speed,40,"20,0"
Conkeldurr,speed,45,"22,86"
Conkeldurr,speed,45,"22,86"
Tympole,speed,64,"33,71"
Tympole,speed,64,"33,71"
Palpitoad,speed,69,"36,57"
Palpitoad,speed,69,"36,57"
Seismitoad,speed,74,"39,43"
Seismitoad,speed,74,"39,43"
Throh,speed,45,"22,86"
Throh,speed,45,"22,86"
Sawk,speed,85,"45,71"
Sawk,speed,85,"45,71"
Sewaddle,speed,42,"21,14"
Sewaddle,speed,42,"21,14"
Swadloon,speed,42,"21,14"
Swadloon,speed,42,"21,14"
Leavanny,speed,92,"49,71"
Leavanny,speed,92,"49,71"
Venipede,speed,57,"29,71"
Venipede,speed,57,"29,71"
Whirlipede,speed,47,"24,0"
Whirlipede,speed,47,"24,0"
Scolipede,speed,112,"61,14"
Scolipede,speed,112,"61,14"
Cottonee,speed,66,"34,86"
Cottonee,speed,66,"34,86"
Whimsicott,speed,116,"63,43"
Whimsicott,speed,116,"63,43"
Petilil,speed,30,"14,29"
Petilil,speed,30,"14,29"
Lilligant,speed,90,"48,57"
Lilligant,speed,90,"48,57"
Basculin,speed,98,"53,14"
Basculin,speed,98,"53,14"
Sandile,speed,65,"34,29"
Sandile,speed,65,"34,29"
Krokorok,speed,74,"39,43"
Krokorok,speed,74,"39,43"
Krookodile,speed,92,"49,71"
Krookodile,speed,92,"49,71"
Darumaka,speed,50,"25,71"
Darumaka,speed,50,"25,71"
Darmanitan,speed,55,"28,57"
Darmanitan,speed,55,"28,57"
Maractus,speed,60,"31,43"
Maractus,speed,60,"31,43"
Dwebble,speed,55,"28,57"
Dwebble,speed,55,"28,57"
Crustle,speed,45,"22,86"
Crustle,speed,45,"22,86"
Scraggy,speed,48,"24,57"
Scraggy,speed,48,"24,57"
Scrafty,speed,58,"30,29"
Scrafty,speed,58,"30,29"
Sigilyph,speed,97,"52,57"
Sigilyph,speed,97,"52,57"
Yamask,speed,30,"14,29"
Yamask,speed,30,"14,29"
Cofagrigus,speed,30,"14,29"
Cofagrigus,speed,30,"14,29"
Tirtouga,speed,22,"9,71"
Tirtouga,speed,22,"9,71"
Carracosta,speed,32,"15,43"
Carracosta,speed,32,"15,43"
Archen,speed,70,"37,14"
Archen,speed,70,"37,14"
Archeops,speed,110,"60,0"
Archeops,speed,110,"60,0"
Trubbish,speed,65,"34,29"
Trubbish,speed,65,"34,29"
Garbodor,speed,75,"40,0"
Garbodor,speed,75,"40,0"
Zorua,speed,65,"34,29"
Zorua,speed,65,"34,29"
Zoroark,speed,105,"57,14"
Zoroark,speed,105,"57,14"
Minccino,speed,75,"40,0"
Minccino,speed,75,"40,0"
Cinccino,speed,115,"62,86"
Cinccino,speed,115,"62,86"
Gothita,speed,45,"22,86"
Gothita,speed,45,"22,86"
Gothorita,speed,55,"28,57"
Gothorita,speed,55,"28,57"
Gothitelle,speed,65,"34,29"
Gothitelle,speed,65,"34,29"
Solosis,speed,20,"8,57"
Solosis,speed,20,"8,57"
Duosion,speed,30,"14,29"
Duosion,speed,30,"14,29"
Reuniclus,speed,30,"14,29"
Reuniclus,speed,30,"14,29"
Ducklett,speed,55,"28,57"
Ducklett,speed,55,"28,57"
Swanna,speed,98,"53,14"
Swanna,speed,98,"53,14"
Vanillite,speed,44,"22,29"
Vanillite,speed,44,"22,29"
Vanillish,speed,59,"30,86"
Vanillish,speed,59,"30,86"
Vanilluxe,speed,79,"42,29"
Vanilluxe,speed,79,"42,29"
Deerling,speed,75,"40,0"
Deerling,speed,75,"40,0"
Sawsbuck,speed,95,"51,43"
Sawsbuck,speed,95,"51,43"
Emolga,speed,103,"56,0"
Emolga,speed,103,"56,0"
Karrablast,speed,60,"31,43"
Karrablast,speed,60,"31,43"
Escavalier,speed,20,"8,57"
Escavalier,speed,20,"8,57"
Foongus,speed,15,"5,71"
Foongus,speed,15,"5,71"
Amoonguss,speed,30,"14,29"
Amoonguss,speed,30,"14,29"
Frillish,speed,40,"20,0"
Frillish,speed,40,"20,0"
Jellicent,speed,60,"31,43"
Jellicent,speed,60,"31,43"
Alomomola,speed,65,"34,29"
Alomomola,speed,65,"34,29"
Joltik,speed,65,"34,29"
Joltik,speed,65,"34,29"
Galvantula,speed,108,"58,86"
Galvantula,speed,108,"58,86"
Ferroseed,speed,10,"2,86"
Ferroseed,speed,10,"2,86"
Ferrothorn,speed,20,"8,57"
Ferrothorn,speed,20,"8,57"
Klink,speed,30,"14,29"
Klink,speed,30,"14,29"
Klang,speed,50,"25,71"
Klang,speed,50,"25,71"
Klinklang,speed,90,"48,57"
Klinklang,speed,90,"48,57"
Tynamo,speed,60,"31,43"
Tynamo,speed,60,"31,43"
Eelektrik,speed,40,"20,0"
Eelektrik,speed,40,"20,0"
Eelektross,speed,50,"25,71"
Eelektross,speed,50,"25,71"
Elgyem,speed,30,"14,29"
Elgyem,speed,30,"14,29"
Beheeyem,speed,40,"20,0"
Beheeyem,speed,40,"20,0"
Litwick,speed,20,"8,57"
Litwick,speed,20,"8,57"
Lampent,speed,55,"28,57"
Lampent,speed,55,"28,57"
Chandelure,speed,80,"42,86"
Chandelure,speed,80,"42,86"
Axew,speed,57,"29,71"
Axew,speed,57,"29,71"
Fraxure,speed,67,"35,43"
Fraxure,speed,67,"35,43"
Haxorus,speed,97,"52,57"
Haxorus,speed,97,"52,57"
Cubchoo,speed,40,"20,0"
Cubchoo,speed,40,"20,0"
Beartic,speed,50,"25,71"
Beartic,speed,50,"25,71"
Cryogonal,speed,105,"57,14"
Cryogonal,speed,105,"57,14"
Shelmet,speed,25,"11,43"
Shelmet,speed,25,"11,43"
Accelgor,speed,145,"80,0"
Accelgor,speed,145,"80,0"
Stunfisk,speed,32,"15,43"
Stunfisk,speed,32,"15,43"
Mienfoo,speed,65,"34,29"
Mienfoo,speed,65,"34,29"
Mienshao,speed,105,"57,14"
Mienshao,speed,105,"57,14"
Druddigon,speed,48,"24,57"
Druddigon,speed,48,"24,57"
Golett,speed,35,"17,14"
Golett,speed,35,"17,14"
Golurk,speed,55,"28,57"
Golurk,speed,55,"28,57"
Pawniard,speed,60,"31,43"
Pawniard,speed,60,"31,43"
Bisharp,speed,70,"37,14"
Bisharp,speed,70,"37,14"
Bouffalant,speed,55,"28,57"
Bouffalant,speed,55,"28,57"
Rufflet,speed,60,"31,43"
Rufflet,speed,60,"31,43"
Braviary,speed,80,"42,86"
Braviary,speed,80,"42,86"
Vullaby,speed,60,"31,43"
Vullaby,speed,60,"31,43"
Mandibuzz,speed,80,"42,86"
Mandibuzz,speed,80,"42,86"
Heatmor,speed,65,"34,29"
Heatmor,speed,65,"34,29"
Durant,speed,109,"59,43"
Durant,speed,109,"59,43"
Deino,speed,38,"18,86"
Deino,speed,38,"18,86"
Zweilous,speed,58,"30,29"
Zweilous,speed,58,"30,29"
Hydreigon,speed,98,"53,14"
Hydreigon,speed,98,"53,14"
Larvesta,speed,60,"31,43"
Larvesta,speed,60,"31,43"
Volcarona,speed,100,"54,29"
Volcarona,speed,100,"54,29"
Cobalion,speed,108,"58,86"
Cobalion,speed,108,"58,86"
Terrakion,speed,108,"58,86"
Terrakion,speed,108,"58,86"
Virizion,speed,108,"58,86"
Virizion,speed,108,"58,86"
Tornadus,speed,121,"66,29"
Tornadus,speed,121,"66,29"
Thundurus,speed,101,"54,86"
Thundurus,speed,101,"54,86"
Reshiram,speed,90,"48,57"
Reshiram,speed,90,"48,57"
Zekrom,speed,90,"48,57"
Zekrom,speed,90,"48,57"
Landorus,speed,91,"49,14"
Landorus,speed,91,"49,14"
Kyurem,speed,95,"51,43"
Kyurem,speed,95,"51,43"
Keldeo,speed,108,"58,86"
Keldeo,speed,108,"58,86"
Meloetta,speed,128,"70,29"
Meloetta,speed,128,"70,29"
Genesect,speed,99,"53,71"
Genesect,speed,99,"53,71"
Chespin,speed,38,"18,86"
Chespin,speed,38,"18,86"
Quilladin,speed,57,"29,71"
Quilladin,speed,57,"29,71"
Chesnaught,speed,64,"33,71"
Chesnaught,speed,64,"33,71"
Fennekin,speed,60,"31,43"
Fennekin,speed,60,"31,43"
Braixen,speed,73,"38,86"
Braixen,speed,73,"38,86"
Delphox,speed,104,"56,57"
Delphox,speed,104,"56,57"
Froakie,speed,71,"37,71"
Froakie,speed,71,"37,71"
Frogadier,speed,97,"52,57"
Frogadier,speed,97,"52,57"
Greninja,speed,132,"72,57"
Greninja,speed,132,"72,57"
Bunnelby,speed,57,"29,71"
Bunnelby,speed,57,"29,71"
Diggersby,speed,78,"41,71"
Diggersby,speed,78,"41,71"
Fletchling,speed,62,"32,57"
Fletchling,speed,62,"32,57"
Fletchinder,speed,84,"45,14"
Fletchinder,speed,84,"45,14"
Talonflame,speed,126,"69,14"
Talonflame,speed,126,"69,14"
Scatterbug,speed,35,"17,14"
Scatterbug,speed,35,"17,14"
Spewpa,speed,29,"13,71"
Spewpa,speed,29,"13,71"
Vivillon,speed,89,"48,0"
Vivillon,speed,89,"48,0"
Litleo,speed,72,"38,29"
Litleo,speed,72,"38,29"
Pyroar,speed,106,"57,71"
Pyroar,speed,106,"57,71"
Flabébé,speed,42,"21,14"
Flabébé,speed,42,"21,14"
Floette,speed,92,"49,71"
Floette,speed,92,"49,71"
Florges,speed,75,"40,0"
Florges,speed,75,"40,0"
Skiddo,speed,52,"26,86"
Skiddo,speed,52,"26,86"
Gogoat,speed,68,"36,0"
Gogoat,speed,68,"36,0"
Pancham,speed,43,"21,71"
Pancham,speed,43,"21,71"
Pangoro,speed,58,"30,29"
Pangoro,speed,58,"30,29"
Furfrou,speed,102,"55,43"
Furfrou,speed,102,"55,43"
Espurr,speed,68,"36,0"
Espurr,speed,68,"36,0"
Meowstic,speed,104,"56,57"
Meowstic,speed,104,"56,57"
Honedge,speed,28,"13,14"
Honedge,speed,28,"13,14"
Doublade,speed,35,"17,14"
Doublade,speed,35,"17,14"
Aegislash,speed,60,"31,43"
Aegislash,speed,60,"31,43"
Spritzee,speed,23,"10,29"
Spritzee,speed,23,"10,29"
Aromatisse,speed,29,"13,71"
Aromatisse,speed,29,"13,71"
Swirlix,speed,49,"25,14"
Swirlix,speed,49,"25,14"
Slurpuff,speed,72,"38,29"
Slurpuff,speed,72,"38,29"
Inkay,speed,45,"22,86"
Inkay,speed,45,"22,86"
Malamar,speed,73,"38,86"
Malamar,speed,73,"38,86"
Binacle,speed,50,"25,71"
Binacle,speed,50,"25,71"
Barbaracle,speed,68,"36,0"
Barbaracle,speed,68,"36,0"
Skrelp,speed,30,"14,29"
Skrelp,speed,30,"14,29"
Dragalge,speed,44,"22,29"
Dragalge,speed,44,"22,29"
Clauncher,speed,44,"22,29"
Clauncher,speed,44,"22,29"
Clawitzer,speed,59,"30,86"
Clawitzer,speed,59,"30,86"
Helioptile,speed,70,"37,14"
Helioptile,speed,70,"37,14"
Heliolisk,speed,109,"59,43"
Heliolisk,speed,109,"59,43"
Tyrunt,speed,48,"24,57"
Tyrunt,speed,48,"24,57"
Tyrantrum,speed,71,"37,71"
Tyrantrum,speed,71,"37,71"
Amaura,speed,46,"23,43"
Amaura,speed,46,"23,43"
Aurorus,speed,58,"30,29"
Aurorus,speed,58,"30,29"
Sylveon,speed,60,"31,43"
Sylveon,speed,60,"31,43"
Hawlucha,speed,118,"64,57"
Hawlucha,speed,118,"64,57"
Dedenne,speed,101,"54,86"
Dedenne,speed,101,"54,86"
Carbink,speed,50,"25,71"
Carbink,speed,50,"25,71"
Goomy,speed,40,"20,0"
Goomy,speed,40,"20,0"
Sliggoo,speed,60,"31,43"
Sliggoo,speed,60,"31,43"
Goodra,speed,80,"42,86"
Goodra,speed,80,"42,86"
Klefki,speed,75,"40,0"
Klefki,speed,75,"40,0"
Phantump,speed,38,"18,86"
Phantump,speed,38,"18,86"
Trevenant,speed,56,"29,14"
Trevenant,speed,56,"29,14"
Pumpkaboo,speed,41,"20,57"
